TEST_RUN_ID,NAME_OF_TEST,SOURCE_DATABASE,SOURCE_SCHEMA,SOURCE_TABLE,SOURCE_COLUMN,TARGET_DATABASE,TARGET_SCHEMA,TARGET_TABLE,TARGET_COLUMN,TEST_RESULT,STATUS,DETAILS,SEVERITY_LEVEL,RUN_TIMESTAMP,IS_LATEST
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,ORGANISATION,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:51:13,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,LOCATION_CONTACT,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:51:13,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PROCEDURE_REQUEST,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:51:13,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,SCHEDULE_PRACTITIONER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:51:13,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_ORDER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:51:13,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_STATEMENT,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:51:13,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PATIENT_REGISTERED_PRACTITIONER_IN_ROLE,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:51:13,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PRACTITIONER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,APPOINTMENT,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,REFERRAL_REQUEST,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PROCEDURE_REQUEST,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,SCHEDULE_PRACTITIONER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PATIENT_PERSON,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,LOCATION,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,SCHEDULE,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,287900,FAIL,Duplicates do exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,DIAGNOSTIC_ORDER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,ALLERGY_INTOLERANCE,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,FLAG,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,LOCATION_CONTACT,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PATIENT_REGISTERED_PRACTITIONER_IN_ROLE,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,APPOINTMENT_PRACTITIONER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_STATEMENT,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,EPISODE_OF_CARE,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,OBSERVATION,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,ENCOUNTER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PRACTITIONER_IN_ROLE,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_ORDER,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,ORGANISATION,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:42:48,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_UPRN,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:41:38,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:41:38,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_CONTACT,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:41:38,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PATIENT_ADDRESS,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:41:38,0
RUN_421,DUPLICATES,SOURCE_DATABASE_443,SOURCE_SCHEMA_673,PERSON,LDS_ID,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Duplicates do not exist in LDS_ID column,MEDIUM SEVERITY,2025-12-22 13:41:38,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PRACTITIONER_IN_ROLE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PRACTITIONER_IN_ROLE,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,MEDICATION_ORDER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: MEDICATION_ORDER,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,LOCATION,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: LOCATION,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,FLAG,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: FLAG,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,EPISODE_OF_CARE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: EPISODE_OF_CARE,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,ENCOUNTER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: ENCOUNTER,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,DIAGNOSTIC_ORDER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: DIAGNOSTIC_ORDER,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,APPOINTMENT_PRACTITIONER,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: APPOINTMENT_PRACTITIONER,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,APPOINTMENT,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: APPOINTMENT,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,PATIENT_REGISTERED_PRACTITIONER_IN_ROLE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: PATIENT_REGISTERED_PRACTITIONER_IN_ROLE,HIGH SEVERITY,2025-12-22 11:20:28,0
RUN_421,MISALLOCATED,SOURCE_DATABASE_443,SOURCE_SCHEMA_941,ALLERGY_INTOLERANCE,,TARGET_DATABASE_777,TARGET_SCHEMA_777,,,0,PASS,Misallocated records not found in table: ALLERGY_INTOLERANCE,HIGH SEVERITY,2025-12-22 11:20:28,0
